Gene_symbol Ratio_2h Ratio_6h Ratio_12h Ratio_18h Ratio_24h Count_2h Count_6h Count_12h Count_18h Count_24h
UBE4A 0.0318723744313138 0.0515636141647383 0.148017148516736 0.289421660988485 0.311470482075527 11 15 15 12 23
UBFD1 0.0716789521358987 -0.0260209707143701 -0.0236102151826453 -0.0862402758207441 0.0675759321533695 11 16 14 13 13
UBL4A -0.0172092900322231 0.0193604509054312 -0.130930869826449 -0.0373119306419666 -0.0385766514523231 10 6 6 7 9
UBLCP1 -0.169411951991355 -0.215989154146721 -0.0206266505899579 0.0999273153586629 0.215965126260906 24 29 26 22 28
UBN1 0.0965451829032341 0.128487499830018 0.205513430328174 0.370303002337549 0.374617279396055 4 4 4 4 4
UBOX5 0.0472787847222733 0.0274396756860354 NA NA 0.0356827007515128 4 3 0 0 2
UBQLN1 -0.0243196791954129 0.0189803326314132 -0.0468402542029723 0.0120388869342628 -0.0594937253916715 29 28 26 31 31
UBQLN2 0.128377108604471 0.222986453074871 -0.176705738189114 0.426450964547425 0.431753818088018 6 6 3 5 7
UBQLN4 0.0810490113817751 0.196359643109333 -0.0234682805039054 0.0958666231861946 -0.0443241688122014 10 14 11 10 14
UBR1 -0.177598929327733 0.0111081252905345 0.0362595569078042 0.188627618657586 0.146419461733568 9 10 7 3 11
UBR2 -0.0764222754586024 -0.122871469088393 0.326208422316137 0.168511852632115 0.0555013359954991 4 7 2 5 6
UBR4 0.0480392712188706 0.0333775799008045 0.0842114271880551 0.111196366142676 0.1144568715833 65 79 62 58 87
UBR5 0.0402446797752516 -0.048096653272944 0.0888376631397036 0.0618271436548431 0.000995803169829172 17 26 20 19 29
UBR7 0.106886350304229 0.280702638211891 0.0785636691937023 0.138600388842562 0.0236216990808768 11 10 7 9 12
UBTF -0.0160683686276536 -0.0795658498102748 -0.504671235385739 -0.828387862616422 -1.00547185121006 25 27 26 23 26
UBXN1 -0.00230646738316905 0.0273808609918473 0.0932325196212951 -0.0207688650945718 0.0752159943555013 9 11 10 12 12
UBXN4 -0.120219211624994 -0.0861043712432909 -0.0558897581962829 0.0500094527331962 0.115112982904784 6 6 4 4 6
UBXN7 -0.0326651122818301 -0.0132121114268512 0.138584507214423 0.266715083975813 0.331136567702713 14 15 14 14 14
UCHL3 -0.0157829972409274 -0.0465609057577411 0.0409717810563061 0.0484122051852459 0.080881154116866 19 21 18 20 22
UCHL5 -0.0461417816447207 0.036747846183393 0.0163952626480704 0.00495695002773461 0.13968074991303 15 15 13 16 13
UCK2 -0.193456365749585 0.0564311878134893 0.0563261745263528 -0.109828565307087 -0.352193537745032 6 8 10 8 9
UFC1 0.0908029370083125 -0.184597684155761 0.0107156402523291 0.0861550900789685 -0.107286134952222 4 4 4 6 3
UFD1L 0.111632753030725 -0.0884130097267249 0.103844424114973 0.452787102256896 0.0816901006440632 8 11 8 7 12
UFM1 -0.00863030514344 0.0201063585479992 0.0540028367115714 -0.128293401009817 0.105783687036872 7 7 3 6 7
UFSP2 -0.159370846660203 0.0438838562352087 -0.122208861700229 0.371534337004735 0.18834813014419 5 4 4 3 3
UGDH 0.139648963037176 0.174230651273491 0.463927200655082 0.46160089801577 0.150545105429053 5 4 2 2 4
UGGT1 -0.0119249484797085 -0.00331438850667705 0.0748360678157951 0.08447145078566 0.167976875674563 58 60 53 63 59
UGP2 0.00849357298709931 -0.023894042655701 -0.0501882233114781 -0.029276182370632 -0.0497701518163845 56 56 57 63 50
UHRF1 0.0148785090637066 0.00311959166152374 -0.403594950641665 -0.671474547295438 -0.79975046170089 48 53 48 57 57
UMPS 0.0288225116915656 -0.029276182370632 -0.0843364457233236 -0.0186341741390509 -0.0805212318314924 38 33 34 38 36
UNC119B -0.0712134896052646 -0.298423711931038 -0.0426443374084937 -0.272978695373574 0.132103536007345 4 6 7 5 4
UNC13D 0.0720580480648641 -0.0831112269313071 0.0958820414541413 0.0831565181676434 0.298300138851661 13 14 9 10 14
UNC45A 0.0679690741526695 0.145254266611455 0.0316953946364604 0.0304866134181492 0.0168476805616106 14 14 15 18 15
UNG -0.863621339742205 -2.42223300068305 -2.12541967005477 -0.914947150479577 -2.44365969075949 7 4 5 4 3
UNK -0.0124971626829022 0.113176751675985 0.122726911074418 0.0815679664380502 0.0535685628962842 6 5 5 4 5
UPF1 0.0492329994068619 0.078502732992097 -0.0199153677076859 -0.0803847874146045 -0.13303737874735 50 52 50 54 54
UPF2 -0.00647756407120474 -0.160791139919387 -0.0493519591352916 -0.00963381939726867 -0.287826867285081 8 11 11 14 11
UPF3B 0.166373134046804 0.00894351938041967 -0.237074171302157 -0.277032551874793 -0.0618453070710695 6 9 7 8 9
UPRT 0.47689978023782 -0.0243196791954129 -0.0297002342154199 0.0216432661620701 0.129276254327812 3 3 3 1 3
UQCR10 -0.184089827056126 -0.233888060174277 -0.109026176498367 -0.256648389880677 -0.213876043382942 4 6 4 4 6
UQCRB -0.14535138557262 -0.404140166263924 -0.0694272104560142 -0.154971988316384 -0.174789893047815 7 8 7 4 11
UQCRC1 -0.130667339815507 -0.276913483245923 -0.149519521490029 -0.132511039799195 -0.107420058836365 22 26 22 25 25
UQCRC2 -0.0563060603318765 -0.19269917799206 -0.120351940365222 -0.124195771587192 -0.0747794264966133 24 25 23 26 25
UQCRFS1P1;UQCRFS1 -0.167357927738514 -0.25180996817154 -0.132642642539619 -0.100304905795686 -0.0373119306419666 9 7 6 7 11
UQCRQ -0.00719550140420373 -0.153935010704163 -0.042224073762985 -0.0873270517974755 -0.293135019043321 1 4 4 2 4
URB1 0.144074069627413 -0.076695901830383 -0.0787464470766484 -0.132116159533725 -0.257010618206024 4 9 6 8 6
URB2 0.245351898208933 -0.143915803071445 0.174865665381161 -0.172615521813478 -0.411209282790363 4 4 3 6 5
URGCP 0.0801794170813125 0.0303098035267911 0.138489221116844 0.100901727895917 0.0500243886240871 7 6 6 8 8
UROD 0.00578235259400618 -0.172487515510134 0.0820107521369895 0.0856804110438425 0.0994326275853059 4 3 5 3 5
USF2 0.133147397095221 0.0528650173102295 0.0506966638042918 0.0928170478209931 0.00455166201607061 6 4 4 4 4
USMG5 -0.0443241688122014 -0.3255015493345 0.117818686932991 -0.0839281550623593 -0.16800012451782 5 5 5 4 7
USO1 0.0308992541191074 0.0975481850203097 0.0896510846190704 0.167377288835876 0.265101825758558 39 41 33 43 42
USP1 0.0864001468304919 0.273534951436271 -0.115432826120347 -0.271545198485687 -0.353774944932224 5 5 7 5 5
USP10 0.0612399753693698 0.0279985348992564 -0.00791308164326498 -0.0957219222733257 -0.158983251160387 13 20 17 19 18
USP11 0.131487063829336 0.145318088555322 0.0455952119742693 -0.0350607969051142 -0.112633416985245 20 24 21 27 25
USP14 -0.00805655487105839 -0.0493519591352916 -0.00848688896549122 0.0164536311815125 -0.00604663011841485 19 30 24 25 27
USP15 -0.01292617444427 0.124628823981603 0.125541374449583 0.0986291215545726 0.0220094379942895 12 14 12 10 19
USP19 0.202920597446558 0.123119662837083 -0.010206942869257 0.242567052133987 0.224502703228217 9 10 7 9 11
USP24 0.0421448186025239 -0.00619028907206976 0.00974215687821987 0.026601792568366 -0.0628124924050211 21 26 20 18 26
USP34 -0.0554733358984315 -0.00561556740690985 0.208727692223415 -0.106750315060868 0.101365965283026 10 11 9 10 9
USP36 -0.139469495038796 -0.190298791626595 -0.0938305716351356 -0.283210617984531 -0.559344966541886 3 5 4 4 4
USP39 -0.0330881693321878 -0.196481148982308 -0.01292617444427 -0.0725860470685965 -0.124460486274336 27 31 25 26 29
USP47 0.0948956043458094 0.0900042215935991 0.0872121947612681 0.0955428776169762 0.115785025195989 13 15 14 13 22
USP48 -0.141432790929296 -0.0877343818197254 -0.0124971626829022 0.0665180051125707 0.0400963367721711 3 5 4 3 6
USP5 0.0331413653644633 0.00913224834840785 0.0532691398596905 0.131202627030938 0.106125267241651 60 63 53 61 64
USP7 -0.020484422065084 0.0229472616060094 0.0379026418568696 0.0166287509520153 -0.0169241442578214 73 75 63 70 75
USP8 0.0673491681848906 0.0172710387014041 0.0878406964917526 0.14248074116726 -0.103531209877993 6 10 5 4 12
USP9X 0.0816137655536523 -0.0326651122818301 -0.0133550586690676 0.0547668768651015 0.060427367445517 17 22 14 16 23
UTP14A -0.178873958169795 -1.11975456484805 -1.59526494203758 -1.70168212029528 -1.51782998480927 14 15 10 9 9
UTP15 -0.00489684321484749 -0.221567788538409 -0.0436244767470347 -0.169668499523086 -0.228233799560068 14 17 13 12 16
UTP18 0.111305450490457 -0.300885149409844 0.00171782940999582 -0.207643012686533 -0.114233744427088 9 9 7 5 9
UTP20 -0.308360875198613 -0.356143810225275 NA -1.21741685841058 -0.911116306378219 4 4 0 1 3
UTP3 0.218799778670137 -0.280956313831056 0.0387322963461981 -0.230571941904652 -0.139862368015641 3 4 3 3 2
UTP6 -0.206018004020896 -0.0117818594599147 0.29780348351824 0.0920018398504443 0.139172243923401 4 6 4 8 9
UTRN -1.48748634934854 0.0913561529827103 0.28820557249671 0.557773054778182 0.810080582098926 2 2 3 5 5
UXT -0.0762854428089158 0.307376408775242 -0.0298415571367151 0.030471878432873 -0.050745463581399 3 3 3 3 3
VAMP2 0.046488899759827 -0.0709388213434375 NA -0.577440913388613 0.145190447490818 2 6 0 3 5
VAMP7 0.199719233187133 0.203119880774154 0.402187584268783 0.21454151585655 0.451011064476106 3 4 3 4 3
VAPA 0.00549268387686221 -0.0257375614136083 -0.0146409468817531 -0.023894042655701 0.0314299656449922 23 23 22 26 25
VAPB -0.0920720945029291 -0.00259451670845239 0.08687506277291 0.0551715325826977 0.0816901006440632 11 9 10 10 7
VARS -0.024603367140657 -0.0455827600196351 0.00236796212717694 -0.0406820588030078 -0.0572769650732477 72 68 66 79 72
VARSL -0.0254540964277492 -0.216485907200054 -0.0982847957234225 -0.175939705406043 0.132166778819949 5 6 5 4 6
VASP -0.0432044985651675 -0.0174943794592725 0.0642687116253245 0.206578506135472 0.27632786216275 20 20 17 17 22
VAT1 -0.0149265442381028 0.00916128576570368 0.0824383983516905 0.161346683016066 0.212132953538967 12 14 12 13 12
VAV1 0.0590139186499454 0.0197552951466102 0.0585631093175131 0.158767533885687 0.0769497288405425 14 21 12 14 18
VBP1 0.0647514857554264 0.0917712042224232 0.0711029170385789 0.0565212052867698 -0.0209110655816899 15 13 12 14 12
VCL 0.0864460996058449 -0.11009592910342 0.203917289474056 0.59278866981968 0.530530746732734 13 10 6 10 11
VCP 0.0228153433179766 0.0287636405970954 0.0387767555896765 0.13925168617057 0.126864023449003 67 75 70 71 73
VCPIP1 -0.120750053334926 -0.0535284409892993 0.0898660272656075 -0.00115369461637034 0.126186801640913 7 12 9 7 12
VDAC1 -0.0375930755402331 -0.134352386623363 -0.07203718077288 -0.0427843980892396 -0.138683427979272 35 40 36 35 39
VDAC2 0.0140041837323797 -0.126708602196968 -0.00604663011841485 -0.00432160595009342 0.00563751096536289 25 31 24 29 29
VDAC3 -0.0528331997629446 -0.11290026153255 -0.000432743603971213 0.127210631993763 0.0702392954086995 15 22 16 14 21
VEZF1 -0.0112093614203034 -0.284277218055128 NA -0.536351357995483 -0.181675061414897 5 3 0 1 5
VIL2 -0.0425042631289634 -0.0668125098999018 -0.00575926928868494 -0.0236102151826453 -0.0162110331559171 22 23 21 27 25
VIM -0.0862402758207441 -0.00906046815638366 0.195698576580377 0.445303103718367 0.533910646709905 132 168 157 149 186
VPRBP -0.0472591754780128 -0.235727059838058 -0.529371205253929 -0.864968579022461 -1.12934896721084 17 18 19 16 18
VPS11 0.100793427330321 -0.034215715337913 0.148145039927171 0.144408892289548 0.259771836098159 4 6 4 7 7
VPS13C -0.132116159533725 -0.084744620868468 -0.0451633516032245 -0.00345831977241101 0.151442154437999 22 30 23 28 33
VPS16 0.103270901928573 0.0612399753693698 -0.034779158048019 0.34930895587921 0.330447064337132 8 9 9 11 7
VPS18 0.0709968303918632 0.0859253871726149 0.184063942453913 0.159202442041159 0.374916582077966 4 5 4 3 6
VPS25 -0.00115369461637034 0.0105848356305671 0.0601265176632011 0.103038457869688 0.127226388906381 15 13 16 12 14
VPS26A 0.0408382043661603 0.104976636990801 0.179024583394838 0.176870234999154 0.159927580439193 17 19 15 17 21
VPS26B 0.108720811918047 0.0387322963461981 0.0136691661284545 0.0778935124936689 0.0763563746542973 14 20 18 22 24
VPS28 0.202057354314811 0.255597757652372 0.423487536512879 -0.0980152338689595 0.0872428470307368 3 4 4 3 5
VPS29 0.226780070568162 0.0881013750919666 0.0400221709901706 0.12585618090996 0.153574883953127 2 4 4 6 5
VPS33A 0.0535236454789534 -0.00676478187842236 0.116911006727195 0.0471744355027523 0.225042198651382 2 6 3 7 5
VPS33B 0.0407194799122949 0.0386285634392387 0.0134507182924012 0.251281165880935 0.142082683851986 6 7 4 4 7
VPS35 0.0694518807521453 0.0355348260623763 0.0916943338724515 0.0543473537479277 0.106342678578565 32 37 33 39 38
VPS36 0.0796457152902305 0.0398441886676393 0.0576018532945178 0.169971889793081 0.186064929518683 12 15 12 15 15
VPS37B 0.0877180405055461 0.0200478420483304 0.00826139748389511 -0.0803847874146045 -0.165686877029875 10 9 10 10 8
VPS39 -0.071076162010959 -0.0461417816447207 0.0625501405269989 0.175305454324621 0.123119662837083 6 8 7 5 5
VPS45 -0.0791562066176435 0.00197784734101023 0.0274249717877015 0.145094724102872 0.215010314732006 8 7 4 7 10
VPS4A 0.146195926709742 0.0274690839322962 0.24826207714617 0.0753223917183498 0.0699212492922753 13 12 12 15 13
VPS4B -0.000865357443253293 -0.028569152196771 0.0316659001146272 0.00811630676622272 -0.0209110655816899 15 16 17 18 19
VPS53 -0.195851508575644 0.199652958752002 0.126013609903786 0.0955428776169762 0.256510883070729 4 4 4 4 2
VRK1 -0.0621217119077975 -0.231186613227865 -0.0904469802326514 -0.191309967445729 -0.136978811963504 20 21 21 23 24
VRK3 0.0447020774473149 0.091678960293946 0.141334633297998 0.106762064417124 0.283298770787364 6 8 6 6 7
VTA1 0.085374249368552 0.0895129241119606 0.107430226986846 0.116738924886533 0.130318071002902 25 25 21 22 24
VTI1B 0.0342489554145823 0.0790360120446127 -0.082293835951431 0.0105412367253233 -0.0385766514523231 8 8 4 5 7
WAC 0.0462505288818905 0.133210685684684 -0.214373524436454 0.195896864735297 -0.0472591754780128 7 6 7 6 6
WAPAL -0.0723116400224264 -0.0650207699484113 -0.0297002342154199 0.0284251784158625 -0.0521376233351752 17 23 18 15 24
WARS -0.0560285389227513 -0.0590783422012531 -0.0243196791954129 -0.0352015957185661 0.0295586031393582 24 22 19 27 26
WAS 0.176478880689485 0.0600061953144825 0.127336692113629 0.175142553898662 0.294561689772249 13 14 11 16 14
WASF2 -0.120750053334926 0.0615109464218281 0.151169777022994 0.132846814204159 0.198212242506062 7 6 7 10 7
WBP11 0.192183489379543 -0.0304067104260457 0.264183248386362 0.0453569886989701 0.0420705474404877 5 8 6 8 9
WBP2 0.152211497780521 0.117677802567025 0.188709831466877 0.299915450506908 0.292775617786951 15 14 12 13 15
WBSCR22 -0.129744605507819 -0.104470857762917 -0.088277309680452 -0.252536766696175 -0.247076831930818 3 3 2 2 6
WDHD1 -0.010206942869257 0.0543773156394969 0.0997727072073583 0.0613001867606638 0.0845938310498347 28 31 24 26 27
WDR1 0.0224050079894458 0.0549317229011465 0.107772197304023 0.194047234282657 0.237863830098888 58 65 48 65 62
WDR12 -0.0318186258263571 -0.00590295685823638 -0.0271540515037266 -0.21536797220348 -0.362778453619504 22 21 16 22 18
WDR18 0.0584278939823972 0.0271897297932517 0.140555163565405 0.0591040974230146 -0.336854639125465 8 8 8 8 9
WDR26 0.115253617017182 0.0792493788719485 0.101907764440992 0.375159811236567 0.0637860989935915 5 9 8 4 11
WDR3 0.136283519734308 -0.0958569239148304 -0.0943712105925172 -0.380618638177376 -0.256286070585092 10 10 8 10 12
WDR33 0.0838291246602096 -0.0777898886436676 0.0309729523797674 0.0775281036418133 0.0825453297151219 20 20 12 14 24
WDR36 -0.0214797274104513 -0.0884130097267249 -0.0894981508391025 -0.246468895028775 -0.207518076982545 16 22 18 20 18
WDR37 -0.106348319505147 -0.064744920035355 -0.0961268893050061 0.00239686371561671 0.10237232572045 4 7 4 6 4
WDR4 0.0478453836480194 0.162605691970317 -0.0174943794592725 0.0295144270598775 -0.0529722748139887 6 6 6 11 6
WDR43 -0.0301241614551288 -0.185993370069966 -0.155749232677945 -0.248534836138679 -0.227987458734593 5 7 3 5 10
WDR44 0.0573015920877877 0.102325862860238 0.195962966843687 0.206761645252427 0.304380267431756 11 13 11 10 15
WDR45 0.139760220166874 -0.322620422361685 -0.306495572259637 -0.302172799740752 0.399254502037916 3 3 2 3 3
WDR46 -0.574731262662845 -0.0395595572557058 0.684062855201894 0.277988714716583 0.425384979031463 3 3 2 2 3
WDR48 0.106886350304229 0.00492799710793005 0.107228191712209 0.0486360118471558 0.0196529177442426 13 15 7 11 16
WDR55 -0.129480858698878 -0.0692897127155347 0.198841343906302 -0.17555653643184 0.224064511698213 7 4 3 1 4
WDR6 -0.303576199696641 0.0249568418706615 0.0909719527170913 0.341427460148579 0.113504479079875 5 7 4 8 8
WDR61 -0.0592168165537987 -0.0810668804918884 0.0773302124837383 0.0529099142259408 0.179661711567695 30 23 22 24 27
WDR62 0.202273116678316 0.0812321506748525 0.31102296547934 0.229314702173079 0.467453624261208 3 4 4 3 5
WDR7 0.267513706970055 -0.11609855223658 -0.200629897983074 0.179743415019519 0.0307223936523205 3 3 3 5 3
WDR70 0.05733161539648 0.0590139186499454 0.244975715457791 0.0900963585003065 0.104992152927206 7 5 3 2 6
WDR74 -0.0453031679565721 -0.145612247166476 -0.131457785479088 -0.572501664642034 -0.595121691996172 9 12 9 7 13
WDR75 -0.0758748669751276 -0.0672256725319715 -0.0881415968690175 -0.0603241331511038 -0.084744620868468 11 13 9 11 13
WDR76 0.408626960924434 -0.319849116804757 -0.316145742293356 -0.334568275666133 -0.430178204437831 3 3 3 3 4
WDR77 0.0923709335629505 -0.00201836053430566 0.108425274903446 0.115003610294427 -0.118226813792948 15 16 16 18 15
WDR82 0.0241937518413134 -0.0922074380970889 0.0378285887593173 -0.0344974641994449 -0.109026176498367 9 11 11 11 13
WDR91 0.0701787097901753 0.198443984791342 0.325720148620552 0.385111155033827 0.308769592328135 8 6 4 6 6
WDR92 -0.0301241614551288 0.0787922028754465 0.128897598350952 0.137473227472186 0.293164474848671 4 6 4 4 6
WEE1 0.0542724517412297 0.0775128802812988 -0.0636409926426958 -0.550211157565391 -0.107955630087393 7 8 6 2 9
WHSC1 0.112459132639574 0.0709059051888906 -0.0330881693321878 -0.169668499523086 -0.359183789974511 12 10 15 14 15
WHSC2 -0.0680516429977899 -0.294311960731117 -0.128029388740641 -0.266876472128188 -0.174917695239588 6 6 6 7 8
WIPI2 0.00114017951253202 0.00965501130036851 0.123166800234482 0.0787922028754465 -0.158466295124796 2 3 3 3 5
WIZ 0.00346662971977927 -0.152897287198972 -0.141563582375003 -0.0343565966466415 -0.261229908987046 4 6 5 5 6
WNK1 0.0789902946867978 0.050203631376794 -0.0180643893603616 0.0416843990213452 -0.033229160785111 21 21 19 22 23
WRAP53 0.269773078053632 0.0302361391336065 0.199752371546425 -0.119953717505568 0.142910766463453 4 4 2 4 4
WRN -0.104739216216237 -0.676538226720689 -0.879235245527705 -0.768332557385821 -0.862907585756396 6 4 6 5 6
WRNIP1 -0.0665370023957912 -0.260266586997568 -0.701859519009419 -0.0787464470766484 -0.20326381272108 3 6 1 3 6
WTAP 0.0803319395778219 0.0881320462594595 0.0306487081896997 0.0613754545337806 -0.0497701518163845 21 19 11 14 22
XAB2 0.135142322569224 -0.157302466318974 -0.0074825763312062 -0.353774944932224 0.0266605755100122 8 11 6 6 10
XPNPEP1 -0.0196307563355084 0.0434377492708869 -0.0263043243519084 0.237625668972822 0.202737945241954 13 13 10 19 13
XPO1 -0.0436244767470347 -0.0146409468817531 -0.0170667241898333 -0.0572769650732477 -0.0832474137479362 53 66 54 61 65
XPO4 0.253979672340665 -0.0216218578515189 -0.178364081846803 -0.189160371036376 -0.158595551500897 4 6 1 6 5
XPO5 0.026425458112808 -0.034215715337913 0.0676364085651444 -0.0126401807787704 -0.0164963198961959 27 36 37 39 40
