gene_ENSG_id	gene_symbol	gene_description
SEPT1	ENSG00000180096	septin 1
SEPT11	ENSG00000138758	septin 11
SEPT13	ENSG00000214765	NA
SEPT2	ENSG00000168385	septin 2
SEPT3	ENSG00000100167	septin 3
SEPT5	ENSG00000184702	septin 5
SEPT6	ENSG00000125354	septin 6
SEPT7	ENSG00000122545	septin 7
SEPT7P6	ENSG00000241007	septin 7 pseudogene 6
SEPT7P7	ENSG00000229897	septin 7 pseudogene 7
SEPT8	ENSG00000164402	septin 8
SEPT9	ENSG00000184640	septin 9
SEPW1	ENSG00000178980	selenoprotein W, 1
SEPX1	ENSG00000198736	NA
SERAC1	ENSG00000122335	serine active site containing 1
SERBP1	ENSG00000142864	SERPINE1 mRNA binding protein 1
SERF1B	ENSG00000205572	small EDRK-rich factor 1B (centromeric)
SERF2	ENSG00000140264	small EDRK-rich factor 2
SERGEF	ENSG00000129158	secretion regulating guanine nucleotide exchange factor
SERHL2	ENSG00000183569	serine hydrolase-like 2
SERINC1	ENSG00000111897	serine incorporator 1
SERINC2	ENSG00000168528	serine incorporator 2
SERINC3	ENSG00000132824	serine incorporator 3
SERINC5	ENSG00000164300	serine incorporator 5
SERP1	ENSG00000120742	stress-associated endoplasmic reticulum protein 1
SERPINB1	ENSG00000021355	serpin peptidase inhibitor, clade B (ovalbumin), member 1
SERPINB8	ENSG00000166401	serpin peptidase inhibitor, clade B (ovalbumin), member 8
SERPINB9	ENSG00000170542	serpin peptidase inhibitor, clade B (ovalbumin), member 9
SERPINF1	ENSG00000132386	serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 1
SERPINH1	ENSG00000149257	serpin peptidase inhibitor, clade H (heat shock protein 47), member 1, (collagen binding protein 1)
SERPINI1	ENSG00000163536	serpin peptidase inhibitor, clade I (neuroserpin), member 1
SERTAD1	ENSG00000197019	SERTA domain containing 1
SERTAD2	ENSG00000179833	SERTA domain containing 2
SERTAD3	ENSG00000167565	SERTA domain containing 3
SESN1	ENSG00000080546	sestrin 1
SESN2	ENSG00000130766	sestrin 2
SESTD1	ENSG00000187231	SEC14 and spectrin domain containing 1
SET	ENSG00000119335	SET nuclear proto-oncogene
SETBP1	ENSG00000152217	SET binding protein 1
SETD1A	ENSG00000099381	SET domain containing 1A
SETD1B	ENSG00000139718	SET domain containing 1B
SETD2	ENSG00000181555	SET domain containing 2
SETD3	ENSG00000183576	SET domain containing 3
SETD4	ENSG00000185917	SET domain containing 4
SETD5	ENSG00000168137	SET domain containing 5
SETD7	ENSG00000145391	SET domain containing (lysine methyltransferase) 7
SETD8	ENSG00000183955	SET domain containing 8 pseudogene 1
SETDB1	ENSG00000143379	SET domain, bifurcated 1
SETDB2	ENSG00000136169	SET domain, bifurcated 2
SETMAR	ENSG00000170364	SET domain and mariner transposase fusion gene
SETX	ENSG00000107290	senataxin
SF1	ENSG00000168066	splicing factor 1
SF3A1	ENSG00000099995	splicing factor 3a, subunit 1, 120kDa
SF3A2	ENSG00000104897	splicing factor 3a subunit 2
SF3A3	ENSG00000183431	splicing factor 3a subunit 3
SF3A3P1	ENSG00000230568	splicing factor 3a, subunit 3 pseudogene 1
SF3B1	ENSG00000115524	splicing factor 3b, subunit 1, 155kDa
SF3B14	NA	NA
SF3B2	ENSG00000087365	splicing factor 3b subunit 2
SF3B3	ENSG00000189091	splicing factor 3b subunit 3
SF3B4	ENSG00000143368	splicing factor 3b, subunit 4, 49kDa
SF3B5	ENSG00000169976	splicing factor 3b subunit 5
SFI1	ENSG00000198089	SFI1 centrin binding protein
SFMBT1	ENSG00000163935	Scm-like with four mbt domains 1
SFMBT2	ENSG00000198879	Scm-like with four mbt domains 2
SFPQ	ENSG00000116560	splicing factor proline/glutamine-rich
SFRS11	ENSG00000116754	NA
SFRS12	ENSG00000153914	NA
SFRS12IP1	ENSG00000153006	NA
SFRS13A	ENSG00000188529	NA
SFRS15	ENSG00000156304	NA
SFRS16	ENSG00000104859	NA
SFRS17A	ENSG00000197976	NA
SFRS18	ENSG00000132424	NA
SFRS2IP	ENSG00000139218	NA
SFRS3	ENSG00000112081	NA
SFRS4	ENSG00000116350	NA
SFRS6	ENSG00000124193	NA
SFRS7	ENSG00000115875	NA
SFRS8	ENSG00000061936	NA
SFRS9	ENSG00000111786	NA
SFSWAP	NA	splicing factor, suppressor of white-apricot family
SFT2D1	ENSG00000198818	SFT2 domain containing 1
SFT2D2	ENSG00000213064	SFT2 domain containing 2
SFXN1	ENSG00000164466	sideroflexin 1
SFXN2	ENSG00000156398	sideroflexin 2
SFXN3	ENSG00000107819	sideroflexin 3
SFXN4	ENSG00000183605	sideroflexin 4
SFXN5	ENSG00000144040	sideroflexin 5
SGCB	ENSG00000163069	sarcoglycan beta
SGK1	ENSG00000118515	serum/glucocorticoid regulated kinase 1
SGK196	ENSG00000185900	NA
SGK3	ENSG00000104205	serum/glucocorticoid regulated kinase family member 3
SGMS1	ENSG00000198964	sphingomyelin synthase 1
SGMS2	ENSG00000164023	sphingomyelin synthase 2
SGOL1	ENSG00000129810	shugoshin-like 1 (S. pombe)
SGOL2	ENSG00000163535	shugoshin-like 2 (S. pombe)
SGPL1	ENSG00000166224	sphingosine-1-phosphate lyase 1
SGPP1	ENSG00000126821	sphingosine-1-phosphate phosphatase 1
SGSM2	ENSG00000141258	small G protein signaling modulator 2
SGSM3	ENSG00000100359	small G protein signaling modulator 3
SGTA	ENSG00000104969	small glutamine-rich tetratricopeptide repeat (TPR)-containing, alpha
SGTB	ENSG00000197860	small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta
SH2B1	ENSG00000178188	SH2B adaptor protein 1
SH2B2	ENSG00000160999	SH2B adaptor protein 2
SH2B3	ENSG00000111252	SH2B adaptor protein 3
SH2D1A	ENSG00000183918	SH2 domain containing 1A
SH2D2A	ENSG00000027869	SH2 domain containing 2A
SH2D3A	ENSG00000125731	SH2 domain containing 3A
SH2D3C	ENSG00000095370	SH2 domain containing 3C
SH2D7	ENSG00000183476	SH2 domain containing 7
SH3BGR	ENSG00000185437	SH3 domain binding glutamate-rich protein
SH3BGRL	ENSG00000131171	SH3 domain binding glutamate-rich protein like
SH3BGRL3	ENSG00000142669	SH3 domain binding glutamate-rich protein like 3
SH3BP1	ENSG00000100092	SH3-domain binding protein 1
SH3BP2	ENSG00000087266	SH3-domain binding protein 2
SH3BP5	ENSG00000131370	SH3-domain binding protein 5 (BTK-associated)
SH3BP5L	ENSG00000175137	SH3-binding domain protein 5-like
SH3D19	ENSG00000109686	SH3 domain containing 19
SH3D20	ENSG00000159314	NA
SH3GL1	ENSG00000141985	SH3-domain GRB2-like 1
SH3GL3	ENSG00000140600	SH3-domain GRB2-like 3
SH3GLB1	ENSG00000097033	SH3-domain GRB2-like endophilin B1
SH3GLB2	ENSG00000148341	SH3-domain GRB2-like endophilin B2
SH3KBP1	ENSG00000147010	SH3-domain kinase binding protein 1
SH3RF1	ENSG00000154447	SH3 domain containing ring finger 1
SH3TC1	ENSG00000125089	SH3 domain and tetratricopeptide repeats 1
SH3YL1	ENSG00000035115	SH3 and SYLF domain containing 1
SHARPIN	ENSG00000179526	SHANK associated RH domain interactor
SHB	ENSG00000107338	Src homology 2 domain containing adaptor protein B
SHC1	ENSG00000160691	SHC (Src homology 2 domain containing) transforming protein 1
SHC1;SHC2	NA	NA
SHC3	ENSG00000148082	SHC (Src homology 2 domain containing) transforming protein 3
SHC4	ENSG00000185634	SHC (Src homology 2 domain containing) family member 4
SHCBP1	ENSG00000171241	SHC SH2-domain binding protein 1
SHF	ENSG00000138606	Src homology 2 domain containing F
SHFM1	ENSG00000127922	split hand/foot malformation (ectrodactyly) type 1
SHISA5	ENSG00000164054	shisa family member 5
SHISA9	ENSG00000237515	shisa family member 9
SHKBP1	ENSG00000160410	SH3KBP1 binding protein 1
SHMT1	ENSG00000176974	serine hydroxymethyltransferase 1 (soluble)
SHMT2	ENSG00000182199	serine hydroxymethyltransferase 2 (mitochondrial)
SHOC2	ENSG00000108061	SHOC2 leucine-rich repeat scaffold protein
SHPK	ENSG00000197417	sedoheptulokinase
SHPRH	ENSG00000146414	SNF2 histone linker PHD RING helicase, E3 ubiquitin protein ligase
SHQ1	ENSG00000144736	SHQ1, H/ACA ribonucleoprotein assembly factor
SHROOM1	ENSG00000164403	shroom family member 1
SHROOM2	ENSG00000146950	shroom family member 2
SIAH1	ENSG00000196470	siah E3 ubiquitin protein ligase 1
SIAH2	ENSG00000181788	siah E3 ubiquitin protein ligase 2
SIDT1	ENSG00000072858	SID1 transmembrane family member 1
SIDT2	ENSG00000149577	SID1 transmembrane family member 2
SIGIRR	ENSG00000185187	single immunoglobulin and toll-interleukin 1 receptor (TIR) domain
SIGLEC12	ENSG00000142512	sialic acid binding Ig-like lectin 12 (gene/pseudogene)
SIGMAR1	ENSG00000147955	sigma non-opioid intracellular receptor 1
SIK1	ENSG00000142178	salt inducible kinase 1
SIK2	ENSG00000170145	salt inducible kinase 2
SIK3	ENSG00000160584	SIK family kinase 3
SIKE1	ENSG00000052723	suppressor of IKBKE 1
SIL1	ENSG00000120725	SIL1 nucleotide exchange factor
SIN3A	ENSG00000169375	SIN3 transcription regulator family member A
SIN3B	ENSG00000127511	SIN3 transcription regulator family member B
SIP1	ENSG00000092208	NA
SIPA1	ENSG00000213445	signal-induced proliferation-associated 1
SIPA1L1	ENSG00000197555	signal-induced proliferation-associated 1 like 1
SIPA1L2	ENSG00000116991	signal-induced proliferation-associated 1 like 2
SIPA1L3	ENSG00000105738	signal-induced proliferation-associated 1 like 3
SIRT1	ENSG00000096717	sirtuin 1
SIRT2	ENSG00000068903	sirtuin 2
SIRT3	ENSG00000142082	sirtuin 3
SIRT4	ENSG00000089163	sirtuin 4
SIRT5	ENSG00000124523	sirtuin 5
SIRT6	ENSG00000077463	sirtuin 6
SIRT7	ENSG00000187531	sirtuin 7
SIT1	ENSG00000137078	signaling threshold regulating transmembrane adaptor 1
SIVA1	ENSG00000184990	SIVA1, apoptosis-inducing factor
SIX5	ENSG00000177045	SIX homeobox 5
SKA1	ENSG00000154839	spindle and kinetochore associated complex subunit 1
SKA2	ENSG00000182628	spindle and kinetochore associated complex subunit 2
SKA3	ENSG00000165480	spindle and kinetochore associated complex subunit 3
SKAP1	ENSG00000141293	src kinase associated phosphoprotein 1
SKI	ENSG00000157933	SKI proto-oncogene
SKIL	ENSG00000136603	SKI-like proto-oncogene
SKIV2L	ENSG00000204351	SKI2 homolog, superkiller viralicidic activity 2-like
SKIV2L2	ENSG00000039123	superkiller viralicidic activity 2-like 2 (S. cerevisiae)
SKOR1	ENSG00000188779	SKI family transcriptional corepressor 1
SKP1	ENSG00000113558	S-phase kinase-associated protein 1
SKP1P1	ENSG00000231234	S-phase kinase-associated protein 1 pseudogene 1
SKP2	ENSG00000145604	S-phase kinase-associated protein 2, E3 ubiquitin protein ligase
SLA	ENSG00000155926	Src-like-adaptor
SLAIN1	ENSG00000139737	SLAIN motif family member 1
SLAIN2	ENSG00000109171	SLAIN motif family member 2
SLAMF6	ENSG00000162739	SLAM family member 6
SLBP	ENSG00000163950	stem-loop binding protein
SLC10A3	ENSG00000126903	solute carrier family 10 member 3
SLC10A7	ENSG00000120519	solute carrier family 10 member 7
SLC11A2	ENSG00000110911	solute carrier family 11 (proton-coupled divalent metal ion transporter), member 2
SLC12A2	ENSG00000064651	solute carrier family 12 (sodium/potassium/chloride transporter), member 2
SLC12A4	ENSG00000124067	solute carrier family 12 (potassium/chloride transporter), member 4
SLC12A5	ENSG00000124140	solute carrier family 12 (potassium/chloride transporter), member 5
SLC12A6	ENSG00000140199	solute carrier family 12 (potassium/chloride transporter), member 6
SLC12A7	ENSG00000113504	solute carrier family 12 (potassium/chloride transporter), member 7
SLC12A9	ENSG00000146828	solute carrier family 12, member 9
SLC14A1	ENSG00000141469	solute carrier family 14 (urea transporter), member 1 (Kidd blood group)
SLC14A2	ENSG00000132874	solute carrier family 14 (urea transporter), member 2
SLC15A2	ENSG00000163406	solute carrier family 15 (oligopeptide transporter), member 2
SLC15A4	ENSG00000139370	solute carrier family 15 (oligopeptide transporter), member 4
SLC16A1	ENSG00000155380	solute carrier family 16 (monocarboxylate transporter), member 1
SLC16A10	ENSG00000112394	solute carrier family 16 (aromatic amino acid transporter), member 10
SLC16A13	ENSG00000174327	solute carrier family 16 member 13
SLC16A14	ENSG00000163053	solute carrier family 16 member 14
SLC16A2	ENSG00000147100	solute carrier family 16, member 2 (thyroid hormone transporter)
SLC16A3	ENSG00000141526	solute carrier family 16 (monocarboxylate transporter), member 3
SLC16A6	ENSG00000108932	solute carrier family 16, member 6
SLC16A7	ENSG00000118596	solute carrier family 16 (monocarboxylate transporter), member 7
SLC16A8	ENSG00000100156	solute carrier family 16 (monocarboxylate transporter), member 8
SLC17A5	ENSG00000119899	solute carrier family 17 (acidic sugar transporter), member 5
SLC18A2	ENSG00000165646	solute carrier family 18 (vesicular monoamine transporter), member 2
SLC19A1	ENSG00000173638	solute carrier family 19 (folate transporter), member 1
SLC19A2	ENSG00000117479	solute carrier family 19 (thiamine transporter), member 2
SLC1A4	ENSG00000115902	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4
SLC1A5	ENSG00000105281	solute carrier family 1 (neutral amino acid transporter), member 5
SLC20A1	ENSG00000144136	solute carrier family 20 (phosphate transporter), member 1
SLC20A2	ENSG00000168575	solute carrier family 20 (phosphate transporter), member 2
SLC22A17	ENSG00000092096	solute carrier family 22 member 17
SLC22A18	ENSG00000110628	solute carrier family 22 member 18
SLC22A23	ENSG00000137266	solute carrier family 22 member 23
SLC22A5	ENSG00000197375	solute carrier family 22 (organic cation/carnitine transporter), member 5
SLC23A1	ENSG00000170482	solute carrier family 23 (ascorbic acid transporter), member 1
SLC23A2	ENSG00000089057	solute carrier family 23 (ascorbic acid transporter), member 2
SLC24A1	ENSG00000074621	solute carrier family 24 (sodium/potassium/calcium exchanger), member 1
SLC24A6	ENSG00000089060	NA
SLC25A1	ENSG00000100075	solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1
SLC25A10	ENSG00000183048	solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10
SLC25A11	ENSG00000108528	solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11
SLC25A12	ENSG00000115840	solute carrier family 25 (aspartate/glutamate carrier), member 12
SLC25A13	ENSG00000004864	solute carrier family 25 (aspartate/glutamate carrier), member 13
SLC25A14	ENSG00000102078	solute carrier family 25 (mitochondrial carrier, brain), member 14
SLC25A15	ENSG00000102743	solute carrier family 25 (mitochondrial carrier; ornithine transporter) member 15
SLC25A16	ENSG00000122912	solute carrier family 25 (mitochondrial carrier), member 16
SLC25A17	ENSG00000100372	solute carrier family 25 (mitochondrial carrier; peroxisomal membrane protein, 34kDa), member 17
SLC25A19	ENSG00000125454	solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19
SLC25A20	ENSG00000178537	solute carrier family 25 (carnitine/acylcarnitine translocase), member 20
SLC25A22	ENSG00000177542	solute carrier family 25 (mitochondrial carrier: glutamate), member 22
SLC25A23	ENSG00000125648	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23
SLC25A24	ENSG00000085491	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 24
SLC25A25	ENSG00000148339	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 25
SLC25A26	ENSG00000144741	solute carrier family 25 (S-adenosylmethionine carrier), member 26
SLC25A28	ENSG00000155287	solute carrier family 25 (mitochondrial iron transporter), member 28
SLC25A29	ENSG00000197119	solute carrier family 25 (mitochondrial carnitine/acylcarnitine carrier), member 29
SLC25A3	ENSG00000075415	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3
SLC25A30	ENSG00000174032	solute carrier family 25 member 30
SLC25A32	ENSG00000164933	solute carrier family 25 (mitochondrial folate carrier), member 32
SLC25A33	ENSG00000171612	solute carrier family 25 (pyrimidine nucleotide carrier), member 33
SLC25A35	ENSG00000125434	solute carrier family 25 member 35
SLC25A36	ENSG00000114120	solute carrier family 25 (pyrimidine nucleotide carrier), member 36
SLC25A37	ENSG00000147454	solute carrier family 25 (mitochondrial iron transporter), member 37
SLC25A38	ENSG00000144659	solute carrier family 25 member 38
SLC25A39	ENSG00000013306	solute carrier family 25 member 39
SLC25A4	ENSG00000151729	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4
SLC25A40	ENSG00000075303	solute carrier family 25 member 40
SLC25A42	ENSG00000181035	solute carrier family 25 member 42
SLC25A43	ENSG00000077713	solute carrier family 25 member 43
SLC25A44	ENSG00000160785	solute carrier family 25 member 44
SLC25A45	ENSG00000162241	solute carrier family 25 member 45
SLC25A46	ENSG00000164209	solute carrier family 25 member 46
SLC25A5	ENSG00000005022	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5
SLC25A6	ENSG00000169100	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6
SLC26A1	ENSG00000145217	solute carrier family 26 (anion exchanger), member 1
SLC26A10	ENSG00000135502	solute carrier family 26 member 10
SLC26A2	ENSG00000155850	solute carrier family 26 (anion exchanger), member 2
SLC26A6	ENSG00000225697	solute carrier family 26 (anion exchanger), member 6
SLC27A1	ENSG00000130304	solute carrier family 27 (fatty acid transporter), member 1
SLC27A2	ENSG00000140284	solute carrier family 27 (fatty acid transporter), member 2
SLC27A3	ENSG00000143554	solute carrier family 27 (fatty acid transporter), member 3
SLC27A4	ENSG00000167114	solute carrier family 27 (fatty acid transporter), member 4
SLC27A5	ENSG00000083807	solute carrier family 27 (fatty acid transporter), member 5
SLC29A1	ENSG00000112759	solute carrier family 29 (equilibrative nucleoside transporter), member 1
SLC29A2	ENSG00000174669	solute carrier family 29 (equilibrative nucleoside transporter), member 2
SLC29A3	ENSG00000198246	solute carrier family 29 (equilibrative nucleoside transporter), member 3
SLC29A4	ENSG00000164638	solute carrier family 29 (equilibrative nucleoside transporter), member 4
SLC2A1	ENSG00000117394	solute carrier family 2 (facilitated glucose transporter), member 1
SLC2A11	ENSG00000133460	solute carrier family 2 (facilitated glucose transporter), member 11
SLC2A13	ENSG00000151229	solute carrier family 2 (facilitated glucose transporter), member 13
SLC2A3	ENSG00000059804	solute carrier family 2 (facilitated glucose transporter), member 3
SLC2A4RG	ENSG00000125520	SLC2A4 regulator
SLC2A6	ENSG00000160326	solute carrier family 2 (facilitated glucose transporter), member 6
SLC30A1	ENSG00000170385	solute carrier family 30 (zinc transporter), member 1
SLC30A4	ENSG00000104154	solute carrier family 30 (zinc transporter), member 4
SLC30A5	ENSG00000145740	solute carrier family 30 (zinc transporter), member 5
SLC30A6	ENSG00000152683	solute carrier family 30 (zinc transporter), member 6
SLC30A7	ENSG00000162695	solute carrier family 30 (zinc transporter), member 7
SLC30A9	ENSG00000014824	solute carrier family 30 (zinc transporter), member 9
SLC31A1	ENSG00000136868	solute carrier family 31 (copper transporter), member 1
SLC33A1	ENSG00000169359	solute carrier family 33 (acetyl-CoA transporter), member 1
SLC35A1	ENSG00000164414	solute carrier family 35 (CMP-sialic acid transporter), member A1
SLC35A2	ENSG00000102100	solute carrier family 35 (UDP-galactose transporter), member A2
SLC35A3	ENSG00000117620	solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member A3
SLC35A4	ENSG00000176087	solute carrier family 35 member A4
SLC35A5	ENSG00000138459	solute carrier family 35 member A5
SLC35B1	ENSG00000121073	solute carrier family 35 member B1
SLC35B2	ENSG00000157593	solute carrier family 35 (adenosine 3'-phospho 5'-phosphosulfate transporter), member B2
SLC35B3	ENSG00000124786	solute carrier family 35 (adenosine 3'-phospho 5'-phosphosulfate transporter), member B3
SLC35B4	ENSG00000205060	solute carrier family 35 (UDP-xylose/UDP-N-acetylglucosamine transporter), member B4
SLC35C1	ENSG00000181830	solute carrier family 35 (GDP-fucose transporter), member C1
SLC35C2	ENSG00000080189	solute carrier family 35 (GDP-fucose transporter), member C2
SLC35D1	ENSG00000116704	solute carrier family 35 (UDP-GlcA/UDP-GalNAc transporter), member D1
SLC35E1	ENSG00000127526	solute carrier family 35 member E1
SLC35E2	ENSG00000215790	solute carrier family 35 member E2
SLC35E2B	ENSG00000189339	solute carrier family 35, member E2B
SLC35E3	ENSG00000175782	solute carrier family 35 member E3
SLC35E4	ENSG00000100036	solute carrier family 35 member E4
SLC35F2	ENSG00000110660	solute carrier family 35 member F2
SLC35F5	ENSG00000115084	solute carrier family 35 member F5
SLC36A1	ENSG00000123643	solute carrier family 36 (proton/amino acid symporter), member 1
